Product_Id P,Name P,Description P,Category P,Unit_Of_Measure P,Units_Per_Carton P,Initial_Purchase_Price,Default_Store P,Opening_Balance P,Action
c140decb,دوايه ليزر صيني,,دوايه ليزر,قطعة,,11.75,ef898402,5136,
16db4ff0,لمبه ليد 120 سم ايطالي,,لمبه 120 سم,قطعة,,52,ef898402,322,
f9a02131,لمبه 120 سم زجاج عاده,,لمبه 120 سم,قطعة,,40,ef898402,44,
0925950b,صاجه الكتروني مفرد 120 سم,,صاجه 120 سم,قطعة,,29,ef898402,78,
81866114,لمبه 120 سم ليد ريمونتدا,,لمبه 120 سم,قطعة,,54,ef898402,35,
62ec9c21,لمبه 120 سم ليد كابتل,,لمبه 120 سم,قطعة,,85,ef898402,9,
8d2e8013,كشاف 66 وات 120 سم افينا,,لمبه 120 سم,قطعة,,285,ef898402,1,
5e4d9d4c,لمبه 120 سم ليد فينوس,,لمبه 120 سم,قطعة,,115,ef898402,60,
3ee9a062,لمبه 120 سم ليد 25 وات فورا,,لمبه 120 سم,قطعة,,108,ef898402,78,
0cb55382,كشاف 150 وات السويدي,,كشاف,قطعة,,1180,ef898402,8,
939680ba,كشاف 150 وات كف شوارع السويدي,,كشاف,قطعة,,1430,ef898402,4,
bdcea6bc,بلوفنيرا 36 وات خارج وررم السويدي,,بلوفنيرا,قطعة,,225,ef898402,12,
e84eaac3,علبه ماجيك كابتل,,علبه ماجيك,قطعة,,4.25,ef898402,1350,
8bdb67f0,علبه ماجيك T,,علبه ماجيك,قطعة,,5.8,ef898402,675,
bbe94f41,AM كشاف عين بقره ليد,,كشاف,قطعة,,123,ef898402,11,
d94471f9,علبه ماجيك مجوز الهندسيه,,علبه ماجيك,كرتونة,60,480,ef898402,15,
227ae174,علبه ماجيك مفرد الهندسيه,,علبه ماجيك,كرتونة,225,675,ef898402,15,
bd645f4e,AM شاسيه اسبوط مفرد مدور اسود,,شاسيه اسبوط,قطعة,,12,ef898402,1563,
4178ac22,AM شاسيه اسبوط ثنائي اسود,,شاسيه اسبوط,قطعة,,29,ef898402,337,
177c68b2,AM شاسيه اسبوط مفرد مدور زهبي,,شاسيه اسبوط,قطعة,,19,ef898402,789,
17b7b8cc,AM شاسيه اسبوط مفرد مربع,,شاسيه اسبوط,قطعة,,19,ef898402,249,
04cb4151,AM شاسيه اسبوط ثنائي فضي,,شاسيه اسبوط,قطعة,,39,ef898402,209,
2b57c09b,AM شاسيه اسبوط مفرد فضي,,شاسيه اسبوط,قطعة,,19,ef898402,102,
a859219a,AM شاسيه اسبوط مربع مفرد فضي,,شاسيه اسبوط,قطعة,,13,ef898402,53,
6cf42659,AM شاسيه اسبوط مدور مفرد ابيض,,شاسيه اسبوط,قطعة,,12,ef898402,391,
491ca374,AM شاسيه اسبوط مجوز ابيض,,شاسيه اسبوط,قطعة,,29,ef898402,204,
00835fc3,كشاف عين بقره ليد مستطيل براميدز,,كشاف,قطعة,,110,ef898402,267,
253940c1,لمبه 55 وات بولكس,,لمبات,قطعة,,85,ef898402,95,
85f96521,اسبوط 6+6 متحرك براميدز,,اسبوط,قطعة,,19,ef898402,600,
3f38a250,اسبوط 3+3 باطار براميدز,,اسبوط,قطعة,,20,ef898402,2077,
1377be2b,بلوفنيرا داخل 36 وات براميدز,,بلوفنيرا,قطعة,,110,ef898402,134,
15c62669,بلوفنيرا داخل 48 وات براميدز,,بلوفنيرا,قطعة,,115,ef898402,135,
c7c7d0b4,لمبه 9 وات وررم سفن استار,,لمبات,قطعة,,10,ef898402,715,
578e5a38,اسبوط 20 وات داخل فورا,,اسبوط,قطعة,,170,ef898402,35,
ee9b24e8,اسبوط 24 وات داخل فورا,,اسبوط,قطعة,,145,ef898402,19,
47c28a6e,اسبوط سي يو بي 30 وات فورا,,اسبوط,قطعة,,275,ef898402,20,
f6f6a66c,اسبوط 3 حركه شعبي,,اسبوط,قطعة,,14,ef898402,233,
c9dc20ad,لوحه اتصالات مصبح,,لوحه اتصالات,قطعة,,625,ef898402,18,
5f0a9c6d,لوحه 9 خط مصبح,,لوحات,قطعة,,160,ef898402,16,
d9d3125b,لوحه 13 خط مصبح,,لوحات,قطعة,,315,ef898402,16,
a697a95f,لوحه 4 خط الوسام,,لوحات,قطعة,,46,ef898402,78,
8c200e77,لوحه 4 خط سوبر,,لوحات,قطعة,,46,ef898402,6,
a9bae459,لوحه 4 خط الملكه,,لوحات,قطعة,,46,ef898402,110,
eda4f23d,لوحه 8 خط الملكه,,لوحات,قطعة,,65,ef898402,32,
e26204a1,لوحه 12 خط الملكه,,لوحات,قطعة,,86,ef898402,85,
deaa782a,لفه شيلد 300 متر اسود سفن استار,,شيلد,قطعة,,1050,ef898402,15,
b9a59f06,لوحه 12 خط الوسام,,لوحات,قطعة,,127,ef898402,8,
736b0627,لوحه 18 خط اسمارت,,لوحات,قطعة,,875,ef898402,9,
a373dee8,لوحه 24 خط اسمارت,,لوحات,قطعة,,975,ef898402,19,
aa691394,لوحه 24 خط سيجا ام,,لوحات,قطعة,,1040,ef898402,20,
013aeb8c,لوحه عداد بلعمومي سيجا ام,,لوحات,قطعة,,675,ef898402,38,
521d5874,لوحه 36 خط سيجا ام,,لوحات,قطعة,,1800,ef898402,1,
a436d633,شاسيه فينوس,,شاسيه,قطعة,,8.5,ef898402,4737,
fc235a5c,شاحن سخان,,شاحن,قطعة,,36,ef898402,74,
dd1d1356,مفتاح مروحه سقف,,مفتاح مروحه,قطعة,,75,ef898402,2,
a0b82dd3,ترنز 400 وات ليد,,ترنز ليد,قطعة,,215,ef898402,52,
d465a2e2,ترنز 300 وات ليد,,ترنز ليد,قطعة,,185,ef898402,6,
a4624535,ترنز 150 وات ليد,,ترنز ليد,قطعة,,135,ef898402,6,
07abecd9,ترنز 100 وات ليد,,ترنز ليد,قطعة,,105,ef898402,2,
3d9d3ba1,جهاز سماعه,,جهاز سماعه,قطعة,,385,ef898402,1,
0b0af2f3,100 A مفتاح مولدن,,مفتاح خط,قطعة,,1385,ef898402,3,
083e4ce3,160A مفتاح بيتا,,مفتاح خط,قطعة,,1680,ef898402,1,
9d8dc795,قطعه دش ابيض فورا,,فورا,قطعة,,7,ef898402,984,
f193a943,قطعه دش اسود فورا,,فورا,قطعة,,7,ef898402,860,
65b8b465,مكنه سلم اسباني,,مكنه سلم,قطعة,,115,ef898402,55,
0b6d9afc,ترنز الكتروني,,ترنز ليد,قطعة,,24.5,ef898402,78,
76311e3f,AM شاسيه اسبوط زهبي مجوز,,شاسيه اسبوط,قطعة,,38,ef898402,232,
d8d17a89,سداده اسود كون نايس,,كون نايس,قطعة,,6.5,ef898402,90,
473af4cb,وش بلشاسيه ابيض كون نايس,,كون نايس,قطعة,,46,ef898402,56,
1bda4960,بريزه ام كي ابيض كون نايس,,كون نايس,قطعة,,98,ef898402,9,
45b9e449,بريزه قوه ابيض كون نايس,,كون نايس,قطعة,,98,ef898402,18,
32d0ec91,قطعه نت كون ابيض كون نايس,,كون نايس,قطعة,,81,ef898402,17,
24f5ef05,قطعه دش ابيض كون نايس,,كون نايس,قطعة,,24.5,ef898402,21,
f573788f,قطعه دفاتير ابيض كون نايس,,كون نايس,قطعة,,68,ef898402,37,
4b218799,سداده ابيض كون نايس,,كون نايس,قطعة,,6.5,ef898402,490,
89bf853f,قطعه مفتاح ابيض كون نايس,,كون نايس,قطعة,,27,ef898402,119,
7e04a69d,قطعه بريزه ابيض كون نايس,,كون نايس,قطعة,,27,ef898402,57,
caea0b18,ضاغط جرس ابيض كون نايس,,كون نايس,قطعة,,38.5,ef898402,11,
5e93d2a1,قطعه ابيض كون نايس usb,,كون نايس,قطعة,,275,ef898402,9,
c3272933,قطعه سخان 20 امبير ابيض كون نايس,,كون نايس,قطعة,,92,ef898402,21,
f42525d2,ترنز 300 وات براميدز,,ترنز ليد,قطعة,,185,ef898402,17,
db4258e2,ترنز 150 وات براميدز,,ترنز ليد,قطعة,,135,ef898402,87,
38a77400,ترنز 100 وات براميدز,,ترنز ليد,قطعة,,105,ef898402,93,
67fa9f3f,بليه 6202+6203,,بليه غساله,قطعة,,16,ef898402,165,
ed439bca,مفتاح تسريب 3 فاز ارضي فورا,,مفتاح خط,قطعة,,1425,ef898402,3,
0b261292,جهاز حمايه 3 فاز فورا,,فورا,قطعة,,592,ef898402,3,
d2285d8d,انتر كم 1 خط,,انتر كم,قطعة,,1125,ef898402,10,
fc648f2d,انتر كم 2 خط,,انتر كم,قطعة,,1425,ef898402,1,
5dfe1702,بليه 608,,بليه غساله,قطعة,,11.5,ef898402,10,
a03a1493,دايزك دش,,دايزك دش,قطعة,,32,ef898402,53,
b8981abd,علبه حجر ريموت افري داي,,حجر ريموت,كرتونة,5,77.5,ef898402,14,
aa86b1f5,بلوفنيرا خارج 24 وات نيو ماكس,,بلوفنيرا,قطعة,,78,ef898402,23,
d49d18a0,بلوفنيرا خارج 26 وات 3 حركه,,بلوفنيرا,قطعة,,145,ef898402,77,
a5702581,شاسيه اسبوط مجوز ابيض ديوان,,شاسيه اسبوط,قطعة,,29,ef898402,1848,
8636c0b7,شاسيه اسبوط مجوز اسود ديوان,,شاسيه اسبوط,قطعة,,29,ef898402,127,
98dd2a86,شاسيه اسبوط مفرد مدور ابيض ديوان,,شاسيه اسبوط,قطعة,,11.75,ef898402,1534,
3f0abb37,شاسيه اسبوط مفرد مربع ابيض ديوان,,شاسيه اسبوط,قطعة,,11.75,ef898402,2100,
dc03d477,شاسيه اسبوط مفرد مربع اسود ديوان,,شاسيه اسبوط,قطعة,,11.75,ef898402,1500,
632b54df,شاسيه اسبوط 3 لمبه اسود ديوان,,شاسيه اسبوط,قطعة,,42,ef898402,300,
71e31a7c,شاسيه اسبوط مدور مفرد اسود ديوان,,شاسيه اسبوط,قطعة,,11,ef898402,2173,
c5789cef,شاسيه اسبوط 3 لمبه ابيض ديوان,,شاسيه اسبوط,قطعة,,42,ef898402,300,
ddef3036,بلوفنيرا 55 وات خارج ديوان,,بلوفنيرا,قطعة,,265,ef898402,40,
d050ad3d,لمبه 45 وات بولكس,,لمبات,قطعة,,62,ef898402,18,
9e42f7c6,اسبوط 6+6 زجاجي,,اسبوط,قطعة,,27.5,ef898402,30,
34524b0f,بلوفنيرا 10+10 3 حركه ديوان,,بلوفنيرا,قطعة,,23,ef898402,2000,
0ac0de51,بلوفنيرا 10+10 3 حركه ميلانو,,بلوفنيرا,قطعة,,21,ef898402,300,
15d34b61,بلوفنيرا 10+10 ديوان vib,,بلوفنيرا,قطعة,,18,ef898402,400,
4414c78a,بلوفنيرا 10+10 وررم vib,,بلوفنيرا,قطعة,,23,ef898402,500,
6d1e95f5,اسبوط 3 حركه 6 وات فورا,,اسبوط,قطعة,,11.5,ef898402,1952,
3f52827e,اسبوط سي يو بي 30 وات خارج ديوان,,اسبوط,قطعة,,110,ef898402,319,
a8c6aece,اسبوط سي يو بي 30 وات داخل ديوان,,اسبوط,قطعة,,110,ef898402,413,
08ad6c6c,اسبوط 36 وات خارج ديوان,,اسبوط,قطعة,,110,ef898402,607,
1bea9de9,مروحه غساله,,مروحه غساله,قطعة,,145,ef898402,57,
33197d9e,لمبه 35 وات ليد افينا,,لمبات,قطعة,,105,ef898402,22,
6a59b2d2,لمبه 35 وات سعودي,,لمبات,قطعة,,42,ef898402,197,
8bd0607b,دوايه ليزر سندباد,,دوايه ليزر,قطعة,,11,ef898402,1446,
e07f14b0,لمبه 45 وات ليد لاكوست,,لمبات,قطعة,,58,ef898402,569,
178047a1,مفتاح 100 A  استنج,,مفتاح خط,قطعة,,110,ef898402,99,
be73cfd2,مفتاح 60 A استنج,,مفتاح خط,قطعة,,100,ef898402,90,
143de27e,دايره ار جي بي ليد,,ترنز ليد,قطعة,,75,ef898402,1,
1fec98a1,لمبه 3 فاز,,لمبات,قطعة,,7,ef898402,37,
79cc9b66,روزته 10 مللي بلاستيك,,روزته,قطعة,,15,ef898402,282,
a5982d88,مفتاح سخان عريض شارلي,,ديوان,قطعة,,85,ef898402,50,
32d61100,مثبت كيلو ونص توشيبا,,مفتاح مروحه,قطعة,,2100,ef898402,2,
af6f20a6,وصله بروفايل بلسلك,,بروفايل,قطعة,,6,ef898402,47,
e819b473,دايره ريموت 6 خط,,دايره ريموت,قطعة,,195,ef898402,58,
c9c2b246,دايره ريموت 4 خط,,دايره ريموت,قطعة,,165,ef898402,7,
0d2fefe1,مفتاح خط بتشينو مشكل,,مفتاح خط,قطعة,,96,ef898402,120,
4c724a6a,سكينه قلاب الفاروق,,مفتاح خط,قطعة,,160,ef898402,5,
31fdd4e6,خط ايطالي عاده,,مفتاح خط,قطعة,,15,ef898402,19,
fd84b0dd,سكينه 3. 63 A,,مفتاح خط,قطعة,,430,ef898402,2,
5332407e,مفتاح 2 فاز داخل بتشينو,,مفتاح خط,قطعة,,165,ef898402,2,
02759a0a,مفتاح 2 فاز خارج ايطالي,,مفتاح خط,قطعة,,120,ef898402,1,
e54a0ff1,لوحه 12 خط علاء الدين,,لوحات,قطعة,,145,ef898402,1,
74b584f7,لوحه عداد علاء الدين,,لوحات,قطعة,,165,ef898402,2,
e199243a,لوحه عداد  4 خط علاء الدين,,لوحات,قطعة,,135,ef898402,22,
6f3e73e0,عازل صيني,,عازل,قطعة,,21.5,ef898402,1000,
fb56baaa,لمبه 9 وات الوان,,لمبات,قطعة,,10,ef898402,50,
6c193a20,اسبوط 18 +6 ديوان,,اسبوط,قطعة,,75,,,
1ffc061e,مفتاح خط 100 احادي فورا,,مفتاح خط,قطعة,,225,,,
07fc2f0a,مفتاح انبوبه بوتجاز,,مفتاح انبوبه بوتجاز,قطعة,,22,,,
d6d8673e,بريزه خارج قوه فينوس,,فينوس,قطعة,,11.75,,0,
7b7d3a2e,مفتاح خط ثلاثي ٣ . ١٠٠ فورا,,مفتاح خط,قطعة,,1031,,,
82947468,بريزه فينوس,,فينوس,قطعة,,17,,,
a0c8eec3,زنان الفاروق,,الفاروق,قطعة,,80,,,
b63c5dcd,قطعه نت الفاروق,,الفاروق,قطعة,,65,,,
5544aa52,ضاغط جرس الفاروق,,الفاروق,قطعة,,24,,,
2389774a,سكينه ثلاثي فورا,,مفتاح خط,قطعة,,1260,,,
a6f53dd5,مفتاح فوليم اضاءه الفاروق,,الفاروق,قطعة,,85,,,
aea9f745,كونتاكتور 95 امبير فورا,,مفتاح خط,قطعة,,2332.5,,,
6da4aa17,كونتاكتور 80 امبير فورا,,مفتاح خط,قطعة,,2138,,,
d45c5012,كونتاكتور 65 امبير فورا,,مفتاح خط,قطعة,,1377.5,,,
dca2310e,كونتاكتور 50 امبير فورا,,مفتاح خط,قطعة,,1282,,,
4772a08d,كونتاكتور 32 امبير فورا,,مفتاح خط,قطعة,,594,,,
aac39a9a,كونتاكتور 25 امبير فورا,,مفتاح خط,قطعة,,522,,,
37a39cbe,كونتاكتور 9 امبير فورا,,مفتاح خط,قطعة,,285,,,
f6d4015f,تايمر مروحه ابيض فورا,,فورا,قطعة,,141.5,,,
6128b83c,بريزه قوه ابيض فورا,,فورا,قطعة,,47.6,,,
e95f7e5a,بريزه ام كي ابيض فورا,,فورا,قطعة,,47.6,,,
8c8aef03,قطعه يو اس بي ابيض فورا,,فورا,قطعة,,262.5,,,
b0be9239,قطعه طواري مفرد فورا,,فورا,قطعة,,216,,,
c1457e04,قطعه طواري ثلاثي فورا,,فورا,قطعة,,385,,,
c0b7cf67,دايمر مروحه فورا,,فورا,قطعة,,70,,,
1402b1b2,زنان ابيض فورا,,فورا,قطعة,,143.5,,,
1d6c855a,مفتاح ستاره ابيض فورا,,فورا,قطعة,,48,,,
ab36c554,قطعه تليفون ابيض فورا,,فورا,قطعة,,45.5,,,
c6859c10,كشاف ١٠٠ وات فورا,,كشاف,قطعة,,375,,,
f098c6cc,ضاغط جرس ابيض فورا,,فورا,قطعة,,21.7,,,
c63728e6,مفتاح مجوز ابيض فورا,,فورا,قطعة,,43.5,,,
113e48c7,قطعه نت ابيض فورا,,فورا,قطعة,,73.5,,,
a515e737,مفتاح سخان ٢٠ امبير ابيض فورا,,فورا,قطعة,,98.5,,,
1291856d,مفتاح بلمبه ابيض فورا,,فورا,قطعة,,24.5,,,
ec3c096c,مفتاح دفاتير ابيض فورا,,فورا,قطعة,,28.5,,,
021d1629,بريزه قوه اسود فورا,,فورا,قطعة,,47.6,,,
1e46f9c1,بريزه ام كي اسود فورا,,فورا,قطعة,,47.6,,,
12b08fbd,مفتاح مروحه علي علبه ماجيك اكسبريس,,مفتاح مروحه,قطعة,,35,,,
f4faae11,دايمر مروحه بعلبه فينوس,,فينوس,قطعة,,226,,,
9ab52a7c,جهاز حمايه فينسيا,,جهاز حمايه,قطعة,,270,,,
70b0c6d4,ترنز ٢٠٠ وات,,ترنز ليد,قطعة,,155,,,
fe4e65ad,سكينه قلاب فورا,,فورا,قطعة,,420,,,
0913a42e,مفتاح تسريب ارضي فورا,,فورا,قطعة,,572,,,
3e9d5f78,وش وتر بروف فينوس,,فينوس,قطعة,,105,,,
40150ceb,مفتاح بوجه ثنائي فينوس,,فينوس,قطعة,,38,,,
72831e1c,مفتاح ستاره فينوس,,فينوس,قطعة,,58,,,
38646fea,زنان فينوس,,فينوس,قطعة,,112,,,
d17541b6,قطعه دش فينوس,,فينوس,قطعة,,22,,,
2510fee2,مفتاح مروحه فينوس,,فينوس,قطعة,,21,,,
f5bc65b1,مفتاح ديجاتوري فينوس,,فينوس,قطعة,,68,,,
7c6b189b,وناسه فينوس,,فينوس,قطعة,,130,,,
82a50f2d,مفتاح ثلاثي فينوس,,فينوس,قطعة,,27,,,
0d47a7a4,فوليم اضاءه فينوس,,فينوس,قطعة,,285,,,
6dece980,فوليم مروحه فينوس,,فينوس,قطعة,,270,,,
f7f3d63a,بريزه تليفون فينوس,,فينوس,قطعة,,48,,,
df43ceb4,بريزه نت فينوس,,فينوس,قطعة,,78,,,
134dd7d3,بريزه يو اس بي فينوس,,فينوس,قطعة,,260,,,
dd0dab3e,بريزه ام كي فينوس,,فينوس,قطعة,,78,,,
9a1d546d,حساس حركه فينوس,,فينوس,قطعة,,360,,,
88f7a7ad,ضاغط جرس عريض فينوس,,فينوس,قطعة,,47,,,
af20a927,مفتاح خط ٨٠ امبير فينوس,,فينوس,قطعة,,160,,,
864206bf,مفتاح تسريب ارضي فينوس,,فينوس,قطعة,,1100,,,
ca264385,سكينه ٣ تكه فينوس,,فينوس,قطعة,,1120,,,
8d62e56b,شاسيه اسبوط اسود هامر افينا,,شاسيه اسبوط,قطعة,,46,,,
c0b34771,شاسيه اسبوط ١ لمبه هامر ابيض افينا,,شاسيه اسبوط,قطعة,,24,,,
f3634f34,شاسيه اسبوط ١ لمبه اسود هامر افينا,,شاسيه اسبوط,قطعة,,24,,,
b25214ea,شاسيه اسبوط ابيض في ابيض كلاسيك افينا,,شاسيه اسبوط,قطعة,,15.25,,,
18fce8f6,شاسيه اسبوط اسود في اسود كلاسيك افينا,,شاسيه اسبوط,قطعة,,15.25,,,
d8d9925d,شاسيه اسبوط سن فيل في زهبي افينا,,شاسيه اسبوط,قطعة,,19.5,,,
409d7378,شاسيه اسبوط مجوز اسود في اسود افينا,,شاسيه اسبوط,قطعة,,44.5,,,
29227a13,مفتاح خط ٢ في ١٠٠ فورا,,مفتاح خط,قطعة,,740,,,
fa6608a9,شاسيه اسبوط ١ لمبه زهبي في زهبي افينا,,شاسيه اسبوط,قطعة,,49,,,
8baf9108,شاسيه اسبوط ١ لمبه ابيض في زهبي فلات افينا,,شاسيه اسبوط,قطعة,,19.5,,,
f80862c5,شاسيه اسبوط  ابيض في زهبي فلات افينا,,شاسيه اسبوط,قطعة,,44.5,,,
a3f744a9,شاسيه اسبوط ابيض ف ابيض ٢ لمبه افينا,,شاسيه اسبوط,قطعة,,43,,,
089a175b,شاسيه اسبوط فلات اسود في زهبي ٣ لمبه افينا,,شاسيه اسبوط,قطعة,,44,,,
f2ad0453,شاسيه فلات اسود في اسود ١ لمبه افينا,,شاسيه اسبوط,قطعة,,43,,,
494ce7d9,شاسيه اسبوط فلات اسود في زهبي ٢ لمبه افينا,,شاسيه اسبوط,قطعة,,44,,,
1b08cdb9,شاسيه اسبوط ابيض في اسود فلات افينا,,شاسيه اسبوط,قطعة,,22,,,
24cf94fe,شاسيه اسبوط مستطيل ابيض,,شاسيه اسبوط,قطعة,,15,,,
239b0b95,شاسيه اسبوط مستطيل اسود افينا,,شاسيه اسبوط,قطعة,,43,,,
562ab75a,لمبه ١٥ وات شعبي الحياه,,لمبات,قطعة,,14,,,
65ce1e1c,لمبه ١٥ وات ليد سعودي,,لمبات,قطعة,,37.5,,,
3bf3d3d3,لمبه ٩ وات شعبي الحياه,,لمبات,قطعة,,9,,,
767fa173,علبه ماجيك مجوز م+م افقي,,علبه ماجيك,قطعة,,13,,,
dadd0809,علبه ماجيك مجوز الفاروق,,علبه ماجيك,قطعة,,8.5,,,
73837088,لفه شيلد ١٠٠ متر شفاف ثري استار,,شيلد,قطعة,,400,,,
1f1cad5f,بواط ١٠ في ١٠ الفاروق,,بواط,قطعة,,3.8,,,
4564d747,لفه شيلد ١٠٠ متر ابيض ماكس,,شيلد,قطعة,,360,,,
622dea22,لفه شيلد ١٠٠ متر سوجو فورا,,شيلد,قطعة,,570,,,
a714e2d3,لفه شيلد ١٠٠ متر شفاف عاده ميلانو,,شيلد,قطعة,,280,,,
3b6b9298,لمبه ٦٠ سم زجاج عاده,,لمبه ٦٠ سم,قطعة,,38,,,
4f316c7c,لمبه ٦٠ سم ليد لاكوست,,لمبه ٦٠ سم,قطعة,,46,,,
9d8d5d5e,علبه ماجيك خارج الفاروق,,علبه ماجيك,قطعة,,5.2,,,
adcbcf78,دوايه ليزر ٢ في ١ افينا,,دوايه ليزر,قطعة,,15.5,,,
d37374b2,لمبه ٩ وات ليد ايطالي,,لمبات,قطعة,,17.75,,,
059b8844,لمبه ١٥ وات ليد ايطالي,,لمبات,قطعة,,29,,,
e6dd1ebb,لمبه ١٥ وات لاكوست,,لمبات,قطعة,,31,,,
32330502,لمبه ٣٥ وات ريمونتدا,,لمبات,قطعة,,57,,,
bf26ba90,لمبه ٣٥ وات بولكس,,لمبات,قطعة,,53,,,
d6d920fe,لمبه ٣٥ وات الترا,,لمبات,قطعة,,58,,,
b3061520,لمبه ١٢ وات الترا,,لمبات,قطعة,,24,,,
8f2656f6,لمبه ٩ وات الترا,,لمبات,قطعة,,21.5,,,
2270ac99,اسبوط ٣٦ وات داخل ابيض الترا,,اسبوط,قطعة,,109,,,
d5962acd,اسبوط ٣٦ وات خارج ٣ حركه الترا,,اسبوط,قطعة,,150,,,
10afddc1,بلفونيرا خارج ٢٤ وات الترا,,بلوفنيرا,قطعة,,119,,,
1a59b9f0,بلوفنيرا داخل ٣٦ وات ٣ حركه الترا,,بلوفنيرا,قطعة,,140,,,
6bf47064,رسيفر ميني سفن استار,,رسيفر,قطعة,,450,,,
27135348,دفاتير اسود فورا,,فورا,قطعة,,28.5,,,
16d38d28,ضاغط جرس اسود فورا,,فورا,قطعة,,21.6,,,
b07f613e,مفتاح بلمبه اسود فورا,,فورا,قطعة,,21.6,,,
c85fca5d,تايمر مروحه اسود فورا,,فورا,قطعة,,241,,,
c758d350,وش الفاروق,,الفاروق,قطعة,,11,,,
8c285218,قطعه تليفون اسود فورا,,فورا,قطعة,,45.5,,,
adc1096c,بريزه يو اس بي اسود فورا,,فورا,قطعة,,262.5,,,
3fcefaee,مفتاح مجوز اسود فورا,,فورا,قطعة,,43.4,,,
b013dcbf,زنان اسود فورا,,فورا,قطعة,,125,,,
53f8d4d7,ضاغط ثلاثي اسود فورا,,فورا,قطعة,,42,,,
8ff940c4,لوحه ٢٤ خط بلعداد بيتا,,لوحات,قطعة,,3454,,,
9b1fc1c1,لوحه ١٨ خط بلعداد بيتا,,لوحات,قطعة,,3028,,,
9ab1a9f2,لوحه ٣٦ خط فينوس بلعمومي,,لوحات,قطعة,,2350,,,
5122fe04,لوحه ٣٦ خط سيجا ام بلعمومي,,لوحات,قطعة,,1690,,,
6b0e772d,لوحه ٣٦ خط بيتا,,لوحات,قطعة,,1851,,,
c0fa8982,لوحه ٢٤ خط بيتا,,لوحات,قطعة,,1492,,,
a9e50557,لوحه ١٨ خط بلعمومي بيتا,,لوحات,قطعة,,1293,,,
28dd5d60,لوحه ١٢ خط بلعمومي بيتا,,لوحات,قطعة,,1200,,,
ad8ec837,لوحه عداد +٨خط بيتا,,لوحات,قطعة,,1400,,,
ce7e7d66,لمبه ٣٣ سم,,لمبه ٣٣ سم,قطعة,,20,,,
57f385f8,لمبه ٤٣ سم,,لمبه ٤٣ سم,قطعة,,23,,,
8b5aeeaf,اسبوط عز العرب,,اسبوط,قطعة,,1,,,
4eb08b21,بكره بروفايل نحاس اليوس,,بكره بروفايل,قطعة,,165,,,
e3bfff7d,وش ٢ في ١ خشبي في فضي فورا,,فورا,قطعة,,22,,,
c33f6aee,فيشه ٣ بول,,فيشه,قطعة,,58,,,
1de62747,شاسيه اسبوط ٢ لمبه فضي,,شاسيه اسبوط,قطعة,,23,,,
741900a9,قطعه دش اوشين,,اوشين,قطعة,,8,,,
f6cbe25d,عدسه ٢ مخرج,,عدسات,قطعة,,80,,,
530d5077,عدسه ١ مخرج,,عدسات,قطعة,,40,,,
0a8e8144,وصله لوك,,واصله,قطعة,,85,,,
ce5caa44,كابل خلاط,,كابلات,قطعة,,14.5,,,
5e0a7a32,بلوفنيرا ٣ حركه داخل ٣٦ وات دولفين,,بلوفنيرا,قطعة,,110,,,
ed3212db,بلوفنيرا ٣ حركه ٣٦ وات خارج دولفين,,بلوفنيرا,قطعة,,110,,,
60e0009a,بلفونيرا داخل ٣٦ وات ابيض,,بلوفنيرا,قطعة,,95,,,
d0f60048,علبه ماجيك مفرد الفاروق,,علبه ماجيك,قطعة,,3.6,,,
4efc64e0,بواط ١٠ في ١٥ الفاروق,,بواط,قطعة,,5.5,,,
a6d71593,بلفونيرا خارج ٤٠ وات بولكس,,بلوفنيرا,قطعة,,225,,,
384cfcfd,بلوفنيرا خارج ٣٦ وات ماس لايت,,بلوفنيرا,قطعة,,130,,,
d8fa4cba,قطعه مجوز اسود فورا,,فورا,قطعة,,43.5,,,
6775d40a,لمبه كاسه ٧ وات ابيض فورا,,فورا,قطعة,,56,,,
d806748d,بلوفنيرا داخل ٤٠ وات الفاروق,,بلوفنيرا,قطعة,,140,,,
e93d89b4,بلوفنيرا خارج ١٨ وات ميلانو,,بلوفنيرا,قطعة,,58,,,
a3c18ffc,وصله علبه ماجيك افقي افينا,,علبه ماجيك,قطعة,,2.9,,,
c5f9e94b,وصله علبه ماجيك راسي افينا,,علبه ماجيك,قطعة,,2.9,,,
10bf8648,لمبه ٥٥ وات ديوان,,لمبات,قطعة,,50,,,
6824b0d2,لمبه ٦٥ وات ريمونتدا,,لمبات,قطعة,,98,,,
86931d88,لمبه ٤٥ وات بيرامدز,,لمبات,قطعة,,52,,,
e77c5f39,لمبه ١٢ وات لاكوست,,لمبات,قطعة,,27,,,
d618c50b,لمبه ١٢ وات ايطالي,,لمبات,قطعة,,21.5,,,
5a55ddb9,لمبه ٩ وات لاكوست,,لمبات,قطعة,,23,,,
584a56e3,لمبه ١٨ وات لاكوست,,لمبات,قطعة,,40,,,
40bca214,لمبه ١٢ وات فينوس,,لمبات,قطعة,,58,,,
72347ff0,لمبه ٢٨ وات الترا,,لمبات,قطعة,,53,,,
149a0d1c,لمبه ٤٥ وات ريمونتدا,,لمبات,قطعة,,67,,,
7fa95fb5,لمبه ٣٥ وات براميدز,,لمبات,قطعة,,42,,,
4e59eec9,لمبه ٤٥ وات شعبي الحياه,,لمبات,قطعة,,38,,,
51e9640f,علبه ماجيك مفرد م+م,,علبه ماجيك,قطعة,,6.4,,,
